CASE_NUMBER,DATE,VICTIMIZATION_PRIMARY,INCIDENT_PRIMARY,GUNSHOT_INJURY_I,COMMUNITY_AREA,STREET_OUTREACH_ORGANIZATION,AREA,DISTRICT,BEAT,AGE,SEX,RACE,VICTIMIZATION_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION
JB276012,5/23/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,40-49,F,BLK,AGGRAVATED - HANDGUN,5,4,23,SIDEWALK
JB276397,5/24/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,20-29,M,BLK,AGGRAVATED - HANDGUN,5,5,10,STREET
JB276422,5/24/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,UNKNOWN,UNKNOWN,UNKNOWN,AGGRAVATED - HANDGUN,5,5,10,STREET
JB276633,5/24/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631,1,7,713,20-29,M,BLK,AGGRAVATED - HANDGUN,5,5,12,RESIDENCE
JB276724,5/24/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,40-49,M,BLK,AGGRAVATED - HANDGUN,5,5,14,VEHICLE NON-COMMERCIAL
JB277522,5/25/18,BATTERY,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,20-29,M,BLK,AGGRAVATED - HANDGUN,5,6,0,STREET
JB279125,5/26/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1133,20-29,M,BLK,AGGRAVATED - HANDGUN,5,7,3,ALLEY
JB279210,5/26/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,30-39,M,BLK,AGGRAVATED - HANDGUN,5,7,6,ALLEY
JB280056,5/26/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,0-19,M,BLK,AGGRAVATED - HANDGUN,5,7,20,STREET
JB280056,5/26/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,0-19,M,BLK,AGGRAVATED - HANDGUN,5,7,20,STREET
JB280056,5/26/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,0-19,M,BLK,AGGRAVATED - HANDGUN,5,7,20,STREET
JB280382,5/27/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,20-29,M,BLK,AGGRAVATED - HANDGUN,5,1,1,STREET
JB280467,5/27/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,20-29,M,BLK,AGGRAVATED - HANDGUN,5,1,2,SIDEWALK
JB280485,5/27/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,AGGRAVATED - HANDGUN,5,1,3,RESIDENCE PORCH/HALLWAY
JB282543,5/28/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,0-19,M,BLK,AGGRAVATED - HANDGUN,5,2,17,SIDEWALK
JB282739,5/28/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,60-69,M,BLK,AGGRAVATED - HANDGUN,5,2,20,SIDEWALK
JB282739,5/28/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,20-29,M,BLK,AGGRAVATED - HANDGUN,5,2,20,SIDEWALK
JB283026,5/29/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,20-29,M,BLK,AGGRAVATED - HANDGUN,5,3,0,SIDEWALK
JB283127,5/29/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,40-49,M,BLK,AGGRAVATED - HANDGUN,5,3,0,STREET
JB283997,5/29/18,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,722,20-29,M,BLK,AGGRAVATED - HANDGUN,5,3,16,STREET
JB284533,5/29/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,F,BLK,AGGRAVATED - HANDGUN,5,3,23,RESIDENCE - PORCH / HALLWAY
JB285961,5/30/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1134,0-19,M,BLK,AGGRAVATED - HANDGUN,5,4,21,GAS STATION
JB285961,5/30/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1134,20-29,F,BLK,AGGRAVATED - HANDGUN,5,4,21,GAS STATION
JB287490,5/31/18,BATTERY,BATTERY,YES,WASHINGTON PARK,READI 60621 | Acclivus Washington Park,1,2,225,0-19,M,BLK,AGGRAVATED - HANDGUN,5,5,21,STREET
JB288532,6/1/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,M,BLK,AGGRAVATED - HANDGUN,6,6,16,RESIDENTIAL YARD (FRONT/BACK)
JB289864,6/2/18,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,AGGRAVATED - HANDGUN,6,7,14,STREET
JB290253,6/2/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,UNKNOWN,AGGRAVATED - HANDGUN,6,7,19,SIDEWALK
JB290329,6/2/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,BLK,AGGRAVATED - HANDGUN,6,7,20,RESIDENTIAL YARD (FRONT/BACK)
JB290329,6/2/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,BLK,AGGRAVATED - HANDGUN,6,7,20,RESIDENTIAL YARD (FRONT/BACK)
JB290415,6/2/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1133,20-29,F,BLK,AGGRAVATED - HANDGUN,6,7,22,SIDEWALK
JB290715,6/3/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,5,RESIDENTIAL YARD (FRONT/BACK)
JB291017,6/3/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,12,STREET
JB291392,6/3/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,17,STREET
JB291392,6/3/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,0-19,M,BLK,AGGRAVATED - HANDGUN,6,1,17,STREET
JB291732,6/3/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,30-39,M,WWH,AGGRAVATED - HANDGUN,6,1,20,PARK PROPERTY
JB291935,6/4/18,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621,1,7,711,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,3,SIDEWALK
JB292629,6/4/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,50-59,M,BLK,AGGRAVATED - HANDGUN,6,2,14,GAS STATION
JB292629,6/4/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,0-19,F,BLK,AGGRAVATED - HANDGUN,6,2,14,GAS STATION
JB293492,6/5/18,BATTERY,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,20-29,M,BLK,AGGRAVATED - HANDGUN,6,3,2,PARKING LOT
JB293492,6/5/18,BATTERY,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,20-29,M,BLK,AGGRAVATED - HANDGUN,6,3,2,PARKING LOT
JB294166,6/5/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,0-19,M,BLK,AGGRAVATED - HANDGUN,6,3,15,SIDEWALK
JB295166,6/6/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,40-49,M,BLK,AGGRAVATED - HANDGUN,6,4,9,SIDEWALK
JB296351,6/7/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624,4,11,1133,30-39,M,BLK,AGGRAVATED - HANDGUN,6,5,4,STREET
HZ327779,6/28/16,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,AGGRAVATED - HANDGUN,6,3,23,SIDEWALK
JB298616,6/8/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,225,20-29,M,BLK,AGGRAVATED - HANDGUN,6,6,17,ALLEY
JB305932,6/13/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,22,SIDEWALK
JB307263,6/14/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1131,20-29,M,BLK,AGGRAVATED - HANDGUN,6,5,20,STREET
JB308559,6/15/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1513,0-19,M,BLK,AGGRAVATED - HANDGUN,6,6,19,SIDEWALK
JB308660,6/15/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,0-19,M,BLK,AGGRAVATED - HANDGUN,6,6,21,PARK PROPERTY
JB308683,6/15/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,735,20-29,M,BLK,AGGRAVATED - HANDGUN,6,6,22,SIDEWALK
JB308725,6/15/18,BATTERY,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,722,20-29,M,BLK,AGGRAVATED - HANDGUN,6,6,22,PARKING LOT
JB308922,6/16/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1124,30-39,M,BLK,AGGRAVATED - HANDGUN,6,7,2,SIDEWALK
JB308922,6/16/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1124,20-29,M,BLK,AGGRAVATED - HANDGUN,6,7,2,SIDEWALK
JB308922,6/16/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1124,20-29,M,BLK,AGGRAVATED - HANDGUN,6,7,2,SIDEWALK
JB309418,6/16/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,0-19,M,BLK,AGGRAVATED - HANDGUN,6,7,13,RESTAURANT
JB309895,6/16/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1014,0-19,M,BLK,AGGRAVATED - HANDGUN,6,7,20,STREET
JB310207,6/17/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,1,STREET
JB310291,6/17/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,40-49,M,BLK,AGGRAVATED - HANDGUN,6,1,3,STREET
JB310291,6/17/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,30-39,F,BLK,AGGRAVATED - HANDGUN,6,1,3,STREET
JB310386,6/17/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,5,SIDEWALK
JB325607,6/27/18,BATTERY,BATTERY,YES,AUSTIN,INVC Austin,4,15,1531,0-19,M,BLK,AGGRAVATED - HANDGUN,6,4,22,SIDEWALK
HZ329945,6/30/16,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,713,20-29,M,BLK,AGGRAVATED - HANDGUN,6,5,14,ALLEY
JB310408,6/17/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1131,20-29,F,BLK,AGGRAVATED - HANDGUN,6,1,6,GAS STATION
JB311570,6/18/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,30-39,M,BLK,AGGRAVATED - HANDGUN,6,2,2,STREET
JB311580,6/18/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,30-39,M,BLK,AGGRAVATED - HANDGUN,6,2,2,SIDEWALK
JB311612,6/18/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,30-39,M,BLK,AGGRAVATED - HANDGUN,6,2,4,SIDEWALK
JB312808,6/18/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1512,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,19,SIDEWALK
JB314372,6/19/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,0-19,F,BLK,AGGRAVATED - HANDGUN,6,3,22,RESIDENCE - YARD (FRONT / BACK)
JB314372,6/19/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,0-19,M,BLK,AGGRAVATED - HANDGUN,6,3,22,RESIDENCE - YARD (FRONT / BACK)
JB314396,6/19/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,F,BLK,AGGRAVATED - HANDGUN,6,3,22,SIDEWALK
JB315504,6/20/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,711,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,17,STREET
JB315504,6/20/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,711,40-49,M,BLK,AGGRAVATED - HANDGUN,6,4,17,STREET
JB318490,6/22/18,ROBBERY,ROBBERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1012,UNKNOWN,UNKNOWN,UNKNOWN,ARMED - HANDGUN,6,6,21,STREET
JB318766,6/23/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,F,WWH,AGGRAVATED DOMESTIC BATTERY - HANDGUN,6,7,3,SIDEWALK
JB319356,6/23/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,0-19,M,BLK,AGGRAVATED - HANDGUN,6,7,14,STREET
JB320069,6/24/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,1,STREET
JB320069,6/24/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,1,STREET
JB320615,6/24/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,14,STREET
JB320839,6/24/18,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,30-39,M,UNKNOWN,AGGRAVATED - HANDGUN,6,1,17,SIDEWALK
JB321046,6/24/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,20,VACANT LOT/LAND
JB321046,6/24/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,20,VACANT LOT/LAND
JB322250,6/25/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,724,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,16,RESIDENCE PORCH/HALLWAY
JB322732,6/25/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1133,30-39,M,BLK,AGGRAVATED - HANDGUN,6,2,21,STREET
JB322753,6/25/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,40-49,M,UNKNOWN,AGGRAVATED - HANDGUN,6,2,21,SIDEWALK
JB322780,6/25/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644,4,15,1513,30-39,M,BLK,AGGRAVATED - HANDGUN,6,2,22,ALLEY
HZ337940,7/6/16,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,0-19,M,BLK,AGGRAVATED - HANDGUN,7,4,12,SIDEWALK
JB324106,6/26/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,30-39,M,BLK,AGGRAVATED - HANDGUN,6,3,20,STREET
JB324848,6/27/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,13,ALLEY
JB325154,6/27/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624,4,11,1133,30-39,M,BLK,AGGRAVATED - HANDGUN,6,4,15,STREET
JB327150,6/29/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,711,20-29,M,BLK,AGGRAVATED - HANDGUN,6,6,0,STREET
JB328813,6/30/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,30-39,M,BLK,AGGRAVATED - HANDGUN,6,7,4,STREET
JB328817,6/30/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,20-29,F,BLK,AGGRAVATED - HANDGUN,6,7,4,STREET
JB329093,6/30/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1133,30-39,M,BLK,AGGRAVATED - HANDGUN,6,7,11,SIDEWALK
JB329248,6/30/18,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621,1,7,711,30-39,M,BLK,AGGRAVATED - HANDGUN,6,7,12,RESIDENCE
JB329983,6/30/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1124,20-29,F,BLK,AGGRAVATED - HANDGUN,6,7,22,RESIDENCE
JB330115,7/1/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,1,STREET
JB330174,7/1/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,40-49,M,BLK,AGGRAVATED - HANDGUN,7,1,2,PARKING LOT/GARAGE(NON.RESID.)
JB331231,7/1/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,0-19,F,BLK,AGGRAVATED - HANDGUN,7,1,21,SIDEWALK
JB331231,7/1/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,0-19,F,BLK,AGGRAVATED - HANDGUN,7,1,21,SIDEWALK
JB331231,7/1/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,0-19,F,BLK,AGGRAVATED - HANDGUN,7,1,21,SIDEWALK
JB331231,7/1/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,F,BLK,AGGRAVATED - HANDGUN,7,1,21,SIDEWALK
JB331231,7/1/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,21,SIDEWALK
JB331231,7/1/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,0-19,M,BLK,AGGRAVATED - HANDGUN,7,1,21,SIDEWALK
JB332903,7/2/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,713,60-69,F,BLK,AGGRAVATED - HANDGUN,7,2,22,STREET
JB334516,7/4/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,30-39,F,BLK,AGGRAVATED - HANDGUN,7,4,1,STREET
JB335227,7/4/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,0-19,M,BLK,AGGRAVATED - HANDGUN,7,4,16,PARKING LOT/GARAGE(NON.RESID.)
JB335855,7/5/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,30-39,M,BLK,AGGRAVATED - HANDGUN,7,5,2,STREET
JB335890,7/5/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,3,RESIDENCE PORCH/HALLWAY
JB337220,7/5/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624,4,11,1133,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,21,SIDEWALK
JB337220,7/5/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624,4,11,1133,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,21,SIDEWALK
JB337220,7/5/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624,4,11,1133,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,21,SIDEWALK
JB337345,7/6/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,732,60-69,M,BLK,AGGRAVATED - HANDGUN,7,6,0,ALLEY
JB337355,7/5/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,23,SIDEWALK
HZ343486,7/10/16,BATTERY,BATTERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,3,12,1222,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,15,STREET
JB337375,7/6/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,1,SIDEWALK
JB338833,7/6/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1512,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,23,STREET
JB338902,7/7/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,1,SIDEWALK
JB338902,7/7/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,1,SIDEWALK
JB339041,7/7/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1524,40-49,M,WHI,AGGRAVATED - HANDGUN,7,7,6,OTHER (SPECIFY)
JB340224,7/8/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,0,STREET
JB341335,7/8/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,735,60-69,M,BLK,AGGRAVATED - HANDGUN,7,1,20,ABANDONED BUILDING
JB341544,7/8/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,23,STREET
JB356634,7/19/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,3,12,1222,60-69,M,WBH,AGGRAVATED - HANDGUN,7,5,17,ALLEY
JB343098,7/10/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,30-39,M,BLK,AGGRAVATED - HANDGUN,7,3,1,STREET
JB344639,7/11/18,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,2,STREET
JB345229,7/11/18,ROBBERY,ROBBERY,YES,AUSTIN,READI 60644,4,15,1513,30-39,M,WWH,ARMED - HANDGUN,7,4,13,RESIDENTIAL YARD (FRONT/BACK)
JB345866,7/11/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,22,STREET
JB345866,7/11/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,0-19,F,BLK,AGGRAVATED - HANDGUN,7,4,22,STREET
JB345866,7/11/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,0-19,M,BLK,AGGRAVATED - HANDGUN,7,4,22,STREET
JB346797,7/12/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,30-39,M,BLK,AGGRAVATED - HANDGUN,7,5,16,STREET
JB346868,7/12/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,713,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,17,SIDEWALK
JB348805,7/13/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,23,SIDEWALK
JB348882,7/14/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1131,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,0,SIDEWALK
JB348917,7/14/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1513,60-69,M,BLK,AGGRAVATED - HANDGUN,7,7,1,RESIDENCE
JB348983,7/14/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,0-19,M,UNKNOWN,AGGRAVATED - HANDGUN,7,7,3,RESIDENCE PORCH/HALLWAY
